44-7915,Kittie,Dearborn,1998-01-01,3.6
47-2970,Christian,Cleavland,1996-02-04,1.51
48-3049,Clarice,Meli,1993-05-30,2.1
48-6527,Rori,Cleo,1999-06-24,4.17
65-7144,Sibella,Andrel,1997-11-10,2.04
46-8459,Grier,Vivle,1998-01-16,2.54
52-2976,Belva,Meter,1999-08-21,0.91
45-7821,Dania,Torray,1997-06-09,3.4
44-6778,Layla,Bultman,1990-10-07,3.54
44-7655,Tori,Kress,1995-01-18,3.99
45-2339,Susan,Peonir,1997-09-02,4.24
72-6913,Sean,Jalbert,1990-08-14,3.5
44-5785,Berta,Muriel,1993-01-25,1.72
86-9486,Brietta,Rheingold,1992-10-31,1.09
55-8203,Gerrie,Nerita,2000-11-13,1.94
48-7656,Goldie,Leonard,1992-04-10,3.3
46-0667,Gale,Berne,1999-02-05,4.09
50-2980,Lory,Morrill,1991-10-14,2.3
65-0232,Sallie,Timon,2000-10-23,3.34
48-1759,Lisette,Cadmar,1991-12-24,3.01
45-1386,Sharlene,Waldron,1995-07-30,2.89
62-8679,Demetris,Martguerita,1992-05-31,4.35
44-0652,Yolane,Jobi,1996-07-30,0.91
61-8494,Sabina,Ries,1996-07-12,1.28
72-7407,Angela,Roscoe,1992-06-30,3.29
74-5506,Dale,Yoko,1998-06-01,2.66
82-6832,Adriana,Nickola,1992-05-10,3.68
47-1357,Ebonee,Lareena,1995-07-23,4.32
47-4335,Fawne,Freddi,1993-03-08,2.29
80-2565,Kenna,Johnsson,1995-06-23,1.47
79-7299,Consuela,Dituri,1990-09-17,3.16
45-1637,Cindelyn,Chem,1998-11-19,3.19
48-5504,Roslyn,Raychel,1994-10-01,1.22
50-0308,Brooks,Niccolo,1994-07-24,1.06
49-7845,Thalia,Harned,1991-01-22,1.75
86-1316,Frank,Bahr,2000-03-22,2.28
84-2886,Tani,Ambrosia,1995-02-26,4.33
86-3997,Sarette,Katrine,1991-03-30,3.24
49-7208,Joceline,LaRue,1997-11-11,2.53
46-6228,Edith,Bluh,1992-06-21,1.22
45-6460,Cathie,Borrell,1995-05-08,4.69
84-9909,Lila,Israeli,1995-06-01,2.21
48-7250,Kaia,Yoko,1990-02-24,1.84
65-5225,Yolane,Erskine,1994-01-22,3.28
45-3851,Jan,Nance,1995-08-09,1.73
54-4233,Daryl,Rossner,1998-05-20,1.78
64-0930,Arlena,Iiette,1992-10-18,2.02
67-4647,Roberta,Pyle,1996-12-28,2.05
55-6611,Julieta,Roscoe,1990-03-21,2.5
45-1321,Arlena,Rad,1995-06-21,3.7
56-7033,Nollie,Keily,1995-03-25,3.43
50-6724,Kamilah,Baudin,1991-03-17,4.71
45-5063,Aaren,Sawtelle,1997-08-05,2.01
62-0604,Raf,Isacco,2000-05-27,3.2
84-3145,Phedra,Hazlett,2000-04-15,1.98
44-6479,Hermione,Daegal,1992-01-19,1.46
48-5876,Ernesta,Randene,1994-06-24,2.75
68-1990,Gale,Giff,1990-01-06,3.59
44-8290,Xylina,Sibyls,1993-03-02,2.74
44-5505,Christian,Ciro,1990-01-20,1.9
80-4994,Hope,Thunell,1994-06-22,3.43
86-6058,Rivalee,Cleavland,1999-06-30,1.16
44-4864,Shandie,Lymann,1998-12-30,1.73
44-7880,Corene,Cassius,1995-03-13,1.3
44-2199,Genevra,Maribeth,1992-01-27,1.45
49-7531,Petronia,Maxi,1997-01-20,4.59
50-6808,Diena,Goerke,1999-12-25,2.87
53-6598,Justinn,Jerold,1990-02-05,1.35
87-5560,Dotty,Standing,1998-11-18,4.27
47-2209,Jaime,Olympium,2000-03-16,3.97
46-1017,Christy,Dex,1994-11-06,3.31
44-0808,Bobbi,Forrer,1993-11-09,1.7
67-1305,Carilyn,Ellord,1995-06-23,2.12
54-7479,Romona,Sasnett,1997-08-14,4.61
77-3014,Clementine,Bettine,1993-01-29,2.42
49-8856,Helena,Cassius,1997-01-16,1.52
65-9702,Nikki,Brian,1996-02-11,2.82
49-6856,Carree,Llovera,1998-07-30,4.47
48-8476,Clo,Wilkinson,1992-06-07,2.12
77-5851,Lacie,Salchunas,1990-06-16,3.04
52-5966,Henriette,Maribeth,1994-11-19,1.93
68-0017,Modestia,Hebner,1992-10-13,3.3
56-1370,Sibella,Winnick,2000-11-11,2.61
49-8978,Nelle,Allina,1991-01-27,1.52
47-9595,Blondelle,Marsden,1992-12-12,2.11
69-9428,Kelly,Marsden,1992-01-31,3.76
67-1862,Robbi,Vittoria,1993-12-07,3.46
81-4396,Robinia,Marcellus,1998-06-03,2.33
48-2539,Loree,Margarete,1993-09-19,4.27
44-3422,Marcy,Ammann,1997-08-31,1.63
80-0701,Deedee,Eckblad,1999-11-30,3.89
88-3464,Gisela,Belldas,1992-01-12,4.33
46-2562,Zia,August,1993-04-08,3.78
57-7738,Natka,Daveta,1999-12-31,4.02
51-7618,Rebeca,Lynn,1999-06-02,2.88
89-7545,Charissa,Moina,1993-07-20,2.44
45-4966,Dulce,Fontana,1993-11-20,3.64
45-8638,Kirstin,Brunell,2000-04-18,4.2
44-7026,Beth,Orelee,1996-06-18,2.29
49-7826,Elise,Armanda,1998-07-21,2.3
45-0465,Theodora,Penelopa,1992-12-05,3.2
44-0243,Katleen,Voletta,1991-08-06,2.33
47-8246,Rosabelle,Meter,1997-11-29,1.4
64-0528,Reeba,Fax,1992-11-19,1.3
61-5408,Rayna,Ball,1997-10-13,3.23
63-4666,Ashlee,Cassius,1993-08-03,3.36
49-4731,Yolane,Diann,1998-05-24,1.6
49-8048,Kylynn,Cassius,1998-05-30,1.01
46-3781,Jean,Sherrie,2000-12-16,4.15
49-0028,Dagmar,Dunkin,1992-04-14,2.43
76-4585,Zondra,Vastah,1991-03-01,1.17
48-4199,Judy,Arley,2000-08-22,3.4
60-1025,Vevay,Astra,1998-04-22,0.82
47-0977,Frieda,Rolf,1997-02-28,2.72
79-6707,Rhea,Greyson,1992-05-26,1.71
49-1413,Elise,Weinreb,1999-06-15,1.39
49-6092,Correy,Keily,1996-03-18,2.55
47-6469,Blake,Aurelio,1995-03-18,3.05
48-3944,Deloria,Waite,1999-01-13,3.73
47-7552,Trudie,Jehu,1995-05-22,1.55
73-9137,Hyacinthe,Ackerley,1992-08-11,4.44
47-1349,Sam,Uund,1991-08-22,1.18
78-3974,Lulita,Longfellow,1990-01-14,3.53
45-3745,Jany,Faro,1996-05-11,1.41
48-6195,Korrie,Estella,1996-10-01,1.9
66-2594,Cathie,Prober,1996-06-28,2.61
49-3804,Justinn,Quent,1999-08-11,3.32
55-2041,Belva,Rozanna,1992-11-24,3.7
69-9460,Lyssa,Gordon,2000-12-10,2.33
89-5085,Raquela,Croix,1992-12-23,3.71
44-4416,Tani,Voletta,1990-12-14,3.82
48-2998,Joelly,Gale,1994-06-20,3.82
48-2743,Melisent,Ardeha,1993-06-07,2.46
46-1223,Chere,Zrike,1993-09-24,3.41
48-8401,Nelle,Travax,1999-02-27,4.18
57-0429,Raquela,Evangelia,1995-08-11,3.8
57-5555,Fernande,Bow,1999-10-21,4.74
46-9019,Merci,Jefferey,1999-06-17,4.65
46-6553,Edyth,Mata,2000-04-08,2.72
66-1316,Kerrin,Janene,2000-07-27,2.59
48-8284,Bill,Drisko,1996-10-14,3.88
46-6122,Addia,Dulciana,1990-07-14,1.97
58-8922,Giustina,Bivins,2000-05-27,3.93
47-6079,Gisela,Edison,2000-11-19,3.76
87-3442,Willetta,Seagraves,1993-08-24,1.84
59-6222,Ronna,Terencio,1992-03-26,3.63
49-9945,Reeba,Ricki,1993-04-27,3.79
64-5102,Darci,Mitzi,1992-05-18,4.17
44-8919,Christy,Fennessy,1994-07-11,2.67
63-6805,Bettine,Schlosser,2000-05-18,2.07
48-4431,Yolane,Lasley,1991-11-21,1.77
65-6098,Ileana,Maiah,1993-12-19,2.55
70-0202,Feliza,Barney,2000-12-06,1.67
77-8864,Cyndie,Grimbly,1997-03-24,1.37
57-8679,Karly,Donell,1997-11-07,2.44
47-9046,Marcy,Fancie,1996-11-23,2.66
49-9769,Cordi,Aloise,1993-08-22,3.53
86-0018,Viki,Ephrem,1994-09-09,2.37
89-8806,Annora,Kazimir,1994-04-23,2.45
61-5385,Berta,Niccolo,1997-09-01,4.7
47-9150,Trixi,Jagir,1994-05-02,3.94
56-4697,Renie,Vary,1990-10-22,3.57
53-5665,Zondra,Docilla,1994-11-22,0.88
51-3101,Karolina,Brady,1995-11-01,4.1
72-8520,Bill,Ciapas,1992-07-10,4.16
68-3437,Marylou,Alexandr,1998-04-17,1.77
45-2736,Gratia,Ammann,1993-08-12,4.61
62-4046,Karena,Imelida,2000-09-04,3.8
82-1314,Marguerite,Philipp,1994-04-11,1.55
48-0343,Hettie,Elvyn,1998-04-15,1.64
45-8952,Tressa,Anton,1990-12-10,2.66
46-3281,Arlena,Hutchison,1990-12-13,3.51
76-6606,Annaliese,Herrera,1990-04-05,3.43
44-1618,Laurene,Mata,1994-05-27,1.62
47-5622,Lynnea,Wattenberg,1993-05-15,1.21
45-8950,Estell,Sacken,1993-08-01,4.33
73-8400,Mady,Thilda,1993-12-16,2.61
73-1720,Marylou,Sherfield,1996-08-29,1.11
49-0630,Doralynne,Terrence,1999-09-11,2.35
86-6089,Jaime,Fontana,1994-03-28,2.48
70-3437,Olwen,Gavrila,1995-01-05,2.23
60-8021,Morganica,Dawkins,1998-11-05,2.88
46-5118,Melisent,Leffen,1990-08-29,3.89
63-7000,Merle,Faust,1994-01-05,2.68
78-5387,Mara,Loeb,1994-01-15,1.46
48-7152,Mathilda,Reinke,1998-03-30,1.53
82-4581,Dorthy,Bobbee,1991-02-15,3.54
50-6117,Beth,Shaddock,1993-07-18,1.83
48-7488,Hollie,Bigner,1994-01-10,2.88
45-9201,Corina,Linehan,1997-11-30,4.45
44-2968,Dania,Old,1999-11-27,4.6
44-4974,Kristina,Dahlia,1999-08-25,2.67
82-0708,Gianina,Phi,1992-01-18,1.64
86-0636,Rosanne,Goth,1991-06-15,4.55
44-9624,Donetta,Newell,1995-04-18,3.54
62-9654,Dorene,Marlie,1999-06-03,1.77
45-2326,Lonnie,Shuler,1998-07-01,3.31
49-8578,Cindelyn,Ephrem,1996-09-15,2.37
62-6616,Winny,Janith,1993-08-31,2.62
47-6930,Blake,Jefferey,1992-05-24,1.26
47-6855,Hermione,Caitlin,1991-06-17,4.02
47-1132,Marleah,Shirberg,1999-04-13,4.75
79-4862,Farrah,Hamil,1990-07-24,4.62
45-2424,Tani,Niles,1997-01-13,4.67
72-4426,Dulcinea,Morgun,1992-04-30,0.9
49-0245,Gerianna,MacIntosh,1990-07-29,3.78
57-9449,Ellette,Richers,1993-03-10,2.62
82-7290,Nikki,Bettine,1990-06-04,1.74
46-6907,Lolita,Brenn,1994-12-03,3.89
70-8457,Elena,Kiersten,1999-09-04,3.52
47-0773,Harmonia,Payson,1992-11-01,1.59
48-4413,Linzy,Iiette,1991-07-09,3.18
56-2464,Valeda,Thar,1990-11-08,3.3
45-7540,Eugine,Shirberg,1994-07-07,2.18
72-3744,Dominga,Hoban,1991-10-18,2.65
48-2271,Brianna,Sparhawk,1997-08-31,4.26
77-1998,Linet,Edison,1990-03-13,1.24
85-0543,Sheree,Vale,1995-09-14,1.15
45-8004,Ana,Giule,1997-01-06,4.69
45-6997,Jennica,Guildroy,1992-03-04,1.39
52-2870,Ninnetta,Shaver,1993-08-30,2.46
45-6566,Sandie,Therine,1990-04-09,2.34
44-2447,Eve,Seligman,1997-03-10,1.53
80-6889,Letizia,Baptlsta,2000-04-03,3.48
46-4461,Krystle,Luhe,1992-03-04,1.47
44-6555,Stevana,Alrich,1994-10-28,2.43
65-2907,Tatiania,Bari,1990-04-26,1.94
44-5433,Di,Linskey,1993-05-24,4.5
79-5548,Cecile,Serilda,1993-03-28,3.04
56-3854,Tomasina,Sancho,1999-05-12,3.55
56-3327,Shaylyn,Gavrila,2000-08-18,4.15
82-9490,Kirbee,Liva,1997-05-12,3.43
69-2021,Carree,Hollingsworth,1995-11-26,2.16
49-6557,Elbertina,Hathaway,1996-05-17,1.09
48-4621,Chickie,Daegal,1997-12-30,4.45
89-5403,Yetty,Carmena,1996-03-30,3.52
49-5168,Melodie,Paton,1994-03-03,4.12
52-1565,Larine,Henrie,1998-05-13,4.21
45-2601,Emmey,Hebner,1994-03-18,1.27
59-4013,Letizia,Wallis,1992-11-22,1.96
56-4475,Tabbatha,Odell,1990-08-10,1.02
48-3571,Fanny,Birdella,1994-01-06,2.58
44-3424,Ulrike,Demitria,1994-02-09,1.7
49-8515,Agathe,Georgy,1992-09-30,3.22
45-1692,Averyl,Kermit,1992-01-17,1.99
44-0572,Edith,Center,1991-01-29,4.76
44-1145,Madeleine,Eachern,1997-08-21,3.92
47-8438,Donnie,Obed,1996-11-29,2.97
63-8570,Oralee,Kronfeld,1990-12-17,2.27
47-7658,Allyce,Vivle,1997-12-19,2.3
69-9631,Aeriela,Alejoa,1991-06-22,4.19
55-0513,Kayla,Carvey,1992-06-19,4.55
45-3989,Sharai,Redmond,1994-05-23,4.61
65-3391,Natka,Briney,1997-08-24,1.15
83-6906,Halette,Sinegold,1999-12-15,0.85
46-9772,Tina,Ardra,1998-01-19,4.11
44-5298,Sabina,Jenness,1994-11-08,4.27
62-3766,Joy,Gherardo,1994-03-02,3.76
66-6529,Trixi,Frodi,1992-01-07,3.87
49-5532,Marcy,Anyah,1996-10-08,3.85
68-5970,Alejandra,Himelman,1994-04-17,3.4
65-2045,Kylynn,Wandie,1992-11-12,4.58
48-4652,Malina,Turne,1996-02-04,0.92
49-3170,Renie,Thar,2000-01-06,3.28
47-2526,Gerrie,Agle,1993-08-17,4.19
49-6493,Tracey,Olin,1991-11-03,1.11
44-0602,Emma,Fulmer,1996-10-28,4.15
60-2313,Annecorinne,Skurnik,1999-01-09,1.16
48-1826,Roz,Jorgan,1997-04-18,3.03
88-5263,Yetty,Adamsen,1993-03-09,1.66
52-7271,Maurene,Mayeda,1993-06-25,4.68
86-4340,Lolita,Georgy,1993-08-19,2.02
83-1546,Jessy,Himelman,1991-09-08,0.91
62-3162,Drucie,Thornburg,1997-08-28,0.81
46-9408,Hayley,Wareing,1997-10-14,2.67
58-9629,Agnese,Presber,1999-12-13,2.12
61-2812,Correy,Jehu,1993-06-14,2.2
45-1372,Cristine,Eliathas,1999-12-06,0.99
48-3981,Merrie,Drus,1992-03-21,4.34
48-1451,Kirstin,Erb,1997-04-23,3.65
48-0178,Amara,Celestine,1990-01-12,4.26
47-2684,Lulita,Margret,1990-06-13,3.8
79-9154,Violet,Wolfgram,2000-08-07,4.02
46-8304,Charlena,Hillel,1993-10-06,3.5
78-3502,Leia,Sallyann,1998-07-14,1.39
85-9128,Jinny,Rurik,1992-01-18,2.15
47-1136,June,Iaverne,1993-12-03,2.02
87-3366,Cacilie,Darian,1991-08-05,4.51
47-5570,Adriana,Phi,1992-07-28,3.98
78-6877,Verla,Wenda,2000-12-08,2.41
82-5585,Rayna,Wolfgram,1990-12-19,1.98
71-2572,Fina,Klemperer,1997-08-16,1.9
68-1134,Eve,Hoban,1993-11-06,2.09
46-9619,Wanda,Delacourt,1992-08-23,1.19
44-0745,Cassandra,Brady,1994-05-04,1.11
54-8717,Alyda,Sacken,1991-05-06,2.56
55-9769,Nessie,Martguerita,1994-10-22,1.21
48-0932,Cassondra,McLaughlin,1993-06-06,2.13
47-5390,Blinni,Arne,1999-01-14,4.44
56-3545,Brietta,Erlandson,2000-09-27,1.06
76-4205,Genovera,Alisia,1991-05-07,2.73
44-9684,Teddie,Lymann,1997-04-09,2.92
48-2094,Stevana,Abernon,1992-07-13,3.77
49-6409,Theodora,Levey,1991-07-07,4.03
45-8828,Cherrita,Bergman,1990-11-02,0.94
57-3621,Elka,Narton,1997-12-14,3.94
67-6492,Nelle,Saint,1996-11-10,3.49
49-3585,Edith,Tufts,1998-05-19,1.31
47-9870,Priscilla,Sharl,1999-02-03,0.94
47-2658,Gusty,Shaddock,1995-01-29,2.34
87-8474,Malina,Harday,1993-12-18,1.37
48-3897,Susette,Sheedy,1994-04-14,4.54
52-4245,Marleah,Karl,1996-06-19,3.25
44-5498,Briney,Vivle,1995-07-18,4.5
46-7994,Jaclyn,Mozelle,1995-03-08,1.38
46-2532,Ernesta,Azeria,1992-04-11,2.28
75-4287,Gianina,Pearse,1996-06-06,3.85
61-5848,Georgina,Bohlin,2000-01-26,4.54
66-0233,Dale,Aaberg,1994-01-10,3.94
44-7664,Johna,Roarke,1996-09-29,3.54
48-2957,Lynde,Nickola,1992-03-01,0.93
49-5294,Gavrielle,Ardeha,1991-08-28,1.41
47-1385,Wynne,Delacourt,2000-04-20,2.38
80-3237,Shirlee,Niccolo,1992-05-31,1.05
81-0398,Babita,Philipp,1999-09-14,4.47
47-4944,Blondelle,Teddman,2000-09-13,2.06
46-4884,Lesly,Aloise,1997-10-07,0.84
49-9953,Hermione,Horan,2000-04-09,2.23
49-3396,Gratia,Presber,1994-04-01,1.13
51-1312,Tressa,Sperling,1990-07-15,1.66
84-2611,Reeba,Thema,1994-04-12,4.07
48-1311,Liana,Salchunas,2000-03-29,1.71
52-8831,Lucille,Zetta,1994-04-04,3.88
83-0948,June,Pernick,1999-01-27,1.71
49-7279,Cacilie,Lanita,1996-06-14,2.85
72-4218,Charissa,Kazimir,1997-03-23,3.99
47-8796,Zia,Rustice,1995-03-20,1.82
49-2381,Brynna,Stav,1994-05-19,1.01
81-0880,Lorenza,Avi,1990-02-03,4.26
51-8839,Jeanna,Redmond,1991-09-12,1.64
60-6848,Moyna,Crudden,1996-04-07,2.93
71-2340,Xylina,Chobot,1990-06-23,1.54
49-8503,Gilligan,Flita,1996-03-14,4.43
48-6385,Kylynn,Zuzana,2000-07-08,1.69
47-6831,Ada,Swigart,1998-01-11,2.59
47-8962,Kalina,Jess,1993-05-24,3
45-1880,Modestia,Mauer,1992-08-12,1.51
49-9239,Barbara,Montgomery,2000-08-13,0.97
86-1903,Ginnie,Argus,1994-10-05,4.11
57-7820,Augustine,Zuzana,1990-03-15,1.46
44-8169,Mellicent,Pozzy,1994-04-20,4.79
48-8641,Ayn,Podvin,1992-05-11,2.24
58-1549,Jolyn,Wesle,1998-07-07,4.11
83-7532,Marita,Kylander,2000-09-13,2.38
45-4825,Rori,Dom,1991-04-28,3.65
47-5750,Chere,Shaddock,1994-02-13,3.8
75-2973,Jsandye,Bari,1998-10-14,2.12
44-9242,Eadie,Anton,1997-12-20,4.7
48-6550,Jsandye,Nester,1992-03-12,3.34
68-3703,Stevana,Andrel,1994-08-10,2.98
75-2832,Justinn,Teddman,1992-05-13,3.89
89-0977,Tatiania,Nea,1999-07-15,4.19
46-6207,Lory,Deny,1990-10-21,1.03
49-1651,Jobi,Libna,1999-04-25,1.02
44-6387,Allis,Roscoe,1990-06-27,1.44
77-4795,Dyann,Dawkins,2000-12-04,3.82
63-7879,Amalie,Darian,1990-12-11,1.28
44-8401,Laurene,Denis,1992-12-26,0.83
73-7538,Ardeen,Daegal,1993-01-22,1.65
86-5179,Ginnie,Goode,1992-07-22,4.51
48-2323,Ashlee,Rad,1995-05-06,1
49-7825,Aili,Klotz,1991-11-04,3.81
44-1616,Joy,Vary,1994-10-13,2.12
46-8607,Nelle,Ruvolo,2000-10-11,3.21
49-7820,Zia,Wallis,1997-11-13,4.77
89-0192,Rhoda,Even,2000-04-10,3.93
60-1450,Ulrike,Barney,1990-10-25,4.68
45-6908,Brynna,Lynn,1992-05-21,1.42
89-5027,Hannis,Waldron,1997-10-18,4.39
56-6402,Ottilie,Bluh,1998-10-21,2.9
58-7731,Cassondra,Rosemary,1992-03-15,3.31
59-6787,Hildegaard,Philoo,1996-01-20,2.28
44-3054,Belinda,Aldric,1997-12-21,4.57
86-7907,Zsa Zsa,Brady,1990-08-26,1.99
49-7354,Joleen,Amasa,1990-11-16,1.15
44-1799,Lorne,Radu,1993-07-23,2.66
81-2083,Florencia,Hachmin,2000-12-14,3
71-5611,Kore,Sundin,1996-11-26,3.82
47-2716,Aili,Stover,1994-05-28,3.99
49-4358,Paulita,Ellord,2000-09-25,1.27
48-7469,Gwyneth,Nester,1995-09-06,3.95
66-7005,Maridel,Jerold,1997-01-02,2.98
52-6911,Sibella,Cristi,1998-11-10,3.55
46-6896,Joceline,Cookie,1998-08-07,2.55
55-5738,Ketti,Corilla,1993-02-04,3.83
58-8437,Stephanie,Kare,1995-09-03,2.28
46-7109,Suzette,Sparhawk,1999-02-07,1.26
77-0847,Kristan,Brieta,1990-08-21,2.97
61-8573,Dari,Vins,1995-03-16,3.04
47-0662,Marti,Boycey,1998-06-23,3.85
62-2737,Shell,Aldric,1999-06-01,1.92
46-3001,Dennie,MacIntosh,1991-04-02,1.43
44-6117,Lory,Joeann,1992-10-25,4.13
54-8875,Tobe,Sidonius,1997-04-10,0.91
79-1434,Marnia,Susannah,1993-01-24,3.06
64-6454,Vita,Concha,1991-12-28,4.32
44-7439,Corina,Sabella,1997-06-02,0.89
55-2169,Phedra,Ries,1996-05-16,2.16
75-9307,Zondra,Flita,1999-03-07,1.2
84-4041,Chastity,Sancho,1990-10-13,1.16
65-3111,Sheelagh,O'Carroll,1998-10-03,0.86
46-2202,Dagmar,Suanne,2000-05-28,1.28
81-3790,Wynne,Ivens,1995-07-12,3.99
48-6021,Marti,Blase,1994-03-30,4.51
45-6074,Lenna,Delila,1995-09-07,4.35
65-2333,Sybille,Hedve,1991-12-21,4.29
44-5304,Dorthy,Delila,1992-04-18,2.24
88-5748,Steffane,Kress,1995-05-29,1.33
49-2860,Alyssa,Simmonds,1994-03-13,3.91
65-1530,Roberta,Dorine,1994-09-09,2.31
44-1319,Raf,Selway,1997-06-01,4.63
48-5905,Nonnah,Lamoree,1992-03-28,1.49
51-5959,Chastity,Drisko,1991-10-30,4.13
67-0482,Chloris,Bebe,1992-05-24,1.24
47-2183,Ashlee,Sawtelle,1991-01-04,4.72
62-0054,Teriann,Carolin,1999-08-01,1.96
49-8851,Laure,Aprile,1990-09-08,2.42
57-8278,Jaclyn,Schwejda,1999-10-16,4.33
84-9656,Pearline,Lynn,1991-06-22,1.04
44-7123,Viviene,Gibbeon,1997-01-25,4.57
46-2895,June,Nelsen,1993-09-11,1.87
44-6707,Krystle,Donell,1992-02-15,2.8
46-3101,Iseabal,Penelopa,1991-06-05,1.89
89-3240,Anthia,Beniamino,1998-10-23,1.65
49-9073,Layla,Naor,1992-12-28,4.66
59-7132,Cam,Blisse,1996-08-09,3.89
73-6409,Kaia,Adore,2000-10-19,3.37
77-9447,Shirlee,Brackely,1991-02-19,2.05
69-2513,Mireielle,Gibbeon,1995-05-15,2.86
46-9259,Hyacinthe,Nea,1994-02-21,4.21
80-8458,Kerrin,Hubert,1996-11-09,2.94
82-6093,Margarette,Magnolia,1991-07-10,3.96
45-8110,Anestassia,Zachary,1998-01-18,3.04
45-5732,June,Lytton,2000-12-02,2.03
44-7301,Cissiee,Raychel,1997-10-01,1.32
79-0350,Mady,Hoban,1996-12-02,4.01
45-7534,Gloria,O'Rourke,1997-09-22,1.2
81-9347,Karlee,Bollay,1991-12-03,0.94
76-8927,Donnie,Linehan,1998-09-03,3.04
65-2733,Wanda,Latini,1990-01-28,3.02
58-9155,Sidoney,Rosemary,1997-04-15,3.39
47-0813,Lacie,Zamora,1991-08-21,2.84
71-1712,Stephanie,Timon,1994-06-13,1.79
44-2906,Brandise,Madelene,2000-04-18,3.48
79-0980,Petronia,Ingra,1997-10-18,0.84
45-0286,Netty,Honoria,2000-09-12,3.81
69-3993,Misha,Xerxes,1995-12-03,2.62
49-0822,Corene,Verger,1993-08-04,2.59
44-5874,Josephine,Boehike,1994-11-25,4.49
69-7995,Moyna,Chinua,2000-08-06,2.59
62-3298,Talya,Tyson,1998-06-25,2.61
